index,market_link,product_name,img_url,listing_upload_date,condition,description,market
293,https://www.carousell.sg/p/fuji-hybrid-bicycle-good-condition-1259386999/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=-dEMxEgVx9mQulLR&t-referrer_sort_by=&t-tap_index=253,"Fuji Hybrid Bicycle, good condition",https://media.karousell.com/media/photos/products/2023/10/10/fuji_hybrid_bicycle_good_condi_1696942818_42f5bd98_progressive_thumbnail.jpg,2023-10-11 12:11:09.026888,Lightly used,fuji absolutely excellent condition with shop warranty x speed shimano deore derailleur aluminium frame c rim please see my listing for more bicycle option or contact you at for more information welcome to view and for test ride at our bike store locate at lipo build aljunied rd by mrt mattar exit b take right turn for min straight walk to lipo building pm to pm,carousell
295,https://www.carousell.sg/p/light-bicycle-carbon-wheelset-1259385843/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=-dEMxEgVx9mQulLR&t-referrer_sort_by=&t-tap_index=255,Light Bicycle Carbon Wheelset,https://media.karousell.com/media/photos/products/2023/10/10/light_bicycle_carbon_wheelset_1696942412_692a411e_progressive_thumbnail.jpg,2023-10-11 12:11:09.026889,Lightly used,light bicycle carbon wheelset mullet h i hydra hub hub service front rear negotiable,carousell
296,https://www.carousell.sg/p/bicycle-1259382960/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=-dEMxEgVx9mQulLR&t-referrer_sort_by=&t-tap_index=256,Bicycle,https://media.karousell.com/media/photos/products/2023/10/10/bicycle_1696941404_fad6cf0e_progressive_thumbnail.jpg,2023-10-11 12:11:09.026891,Well used,all good gear all work look old what can see photo,carousell
297,https://www.carousell.sg/p/instalment-maximal-kol-max-electric-bicycle-e-bike-48v-14-4ah-lta-approved-1187340962/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=-dEMxEgVx9mQulLR&t-referrer_sort_by=&t-tap_index=257,INSTALMENT: Maximal Kol Max+ Electric Bicycle E Bike | 48V 14.4AH | LTA Approved,https://media.karousell.com/media/photos/products/2022/9/27/_instalment_plan_starting_as_l_1664267049_719f0a7e_progressive_thumbnail,2023-10-11 12:11:09.026892,Brand new,promotion price saw somewhere cheap let you know and well match with extra free accessory free delivery free assembly warranty include hassle free test ride available at showroom need instalment option cash bank transfer instalment fundbox to month from per month debit credit card instalment pacepay month from per month credit card instalment or month from per month what you need to know maximalsg kol max plus electric bicycle lg ah v color grey control motor v w front brake disc brake rear brake v brake front wheel tyre inch pneumatic rear wheel tyre inch pneumatic throttle type pedal assist feature front light yes rear light yes brake light yes display lead digital horn yes charge time hour adjustable adult seat height yes rear rack yes side stand yes special feature detachable battery brake light odometer on display panel dimension unfold lxbxh cm x cm x cm rating range up to km unladen weight kg max load kg max speed kmh safety compliance lta seal colour orange compliance lta compliant singapore safety mark charger safety standard en include number plate yes warranty month cover battery controller and motor lta compliant singapore safety mark charger note the distance be base on an average kg load flat terrain with a constant riding speed the distance can be affect by loaded weight terrain condition environmental vehicle condition andor rid way of the user the specification can be change by the manufacturer without notice rider rule guideline pab owner be require to have the ebike pab theory certification pab rider must wear a helmet when rid on road pab rider and pillion must be year and above pabs can not be use on pedestrian pathway footpath only pcn road delivery every tuesday thursday saturday where to find you we be locate at canberra near mrt sembawang a canberra rd singapore hp operating hour monfri be pm sat be pm sun close clarke quay near mrt clarke quay hongkong st singapore hp operating hour monfri be pm satsun public holiday be pm wed close new industrial rd singapore operating hour open daily mon to fri be pm sat ph be pm sun close map eko life tai seng shop on our website here wwwekolifeasia chat with you now clarke quey canberra tai seng,carousell
299,https://www.carousell.sg/p/old-bicycle-1259374808/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=-dEMxEgVx9mQulLR&t-referrer_sort_by=&t-tap_index=259,Old bicycle,https://media.karousell.com/media/photos/products/2023/10/10/old_bicycle_1696938301_f0d22490_progressive_thumbnail,2023-10-11 12:11:09.026893,Heavily used,a bicycle lock be include i live nearby mrt station pioneer,carousell
301,https://www.carousell.sg/p/aleoca-viaggi-foldable-bicycle-20-inch-1259365447/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=-dEMxEgVx9mQulLR&t-referrer_sort_by=&t-tap_index=261,Aleoca Viaggi foldable bicycle 20 inch,https://media.karousell.com/media/photos/products/2023/10/10/aleoca_viaggi_foldable_20_inch_1696934656_d5aa56c3_progressive_thumbnail.jpg,2023-10-11 12:11:09.026895,Well used,sell my aleoca viaggi inch fold bike due to underutilized bought brand new in steel frame fold bike shimano speed rs tz index gear system alloy stem rim vbrake shimano speed gear system wheel size hiten steel frame builtin fender builtin side stand builtin rear rack vbrake system need a tune and a bit of clean shld be good,carousell
302,https://www.carousell.sg/p/kids-bicycle-12inch-1259365103/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=-dEMxEgVx9mQulLR&t-referrer_sort_by=&t-tap_index=262,Kids Bicycle 12inch,https://media.karousell.com/media/photos/products/2023/10/10/kids_bicycle_12inch_1696934521_26e76e29_progressive_thumbnail.jpg,2023-10-11 12:11:09.026896,Like new,buy in august for kid to transition from balance bike to wheel bike sell it a kid be rid confidently and have upgrade to a large bike almost new condition a only use on a couple of occasion a couple of difference from a storebought bike training wheel remove and replace with a bike stand training wheel will be include with this item bike seat post clamp instal will be include with this item come with basket and bell,carousell
309,https://www.carousell.sg/p/%F0%9F%94%A5%F0%9F%86%95phillips-beyond-royal-gold-disc-brake-hybrid-bike-shimano-tourney-city-flat-bar-bicycle-1259358813/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=-dEMxEgVx9mQulLR&t-referrer_sort_by=&t-tap_index=269,🔥🆕PHILLIPS Beyond Royal Gold Disc Brake Hybrid Bike | Shimano Tourney City Flat Bar Bicycle,https://media.karousell.com/media/photos/products/2023/10/10/phillips_beyond_royal_gold_dis_1696932235_b4e534f5_progressive_thumbnail.jpg,2023-10-11 12:11:09.026897,Brand new,price be for full bikefirm ready stock brand new promo up ready stock no preorder require free full bike assembly tune free month of tune adjustment limit warranty free limited time gift saddle cushion cable lock tool reflector pump bottle cage kickstand frog lead light worth note installation not provide for free gift part available set limit c suitable for cm rider installment plan available contact you for more info dealing option self collection tampines st singapore appointment only or island wide bike delivery additional specification frame phillips aluminium alloy fork phillips aluminium alloy front derailleur shimano tourney speed rear derailleur shimano tourney speed shifter shimano tourney x speed crank prowheel alloy square taper brake mechanical disc brake follow our tele channel for late product upcoming promotion tmebikecosg check out our listing for more bicycle part accessory term and condition full payment be to be make first for ship option no exchange no refund please check the item before purchase no warranty for all bike part tune and adjustment limited warranty will be invalid if bike have be tune by customer or other shop bikeco reserve the right at any time to modify or discontinue the limited warranty provide any request for exchange or refund of bike for slight cosmetic flaw or change of mind will not be entertain installment plan include one time transaction fee,carousell
312,https://www.carousell.sg/p/%F0%9F%86%95%F0%9F%94%A5trek-marlin-5-2023-hardtail-mountain-bike-shimano-altus-mtb-bicycle-1259356866/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=-dEMxEgVx9mQulLR&t-referrer_sort_by=&t-tap_index=272,🆕🔥TREK MARLIN 5 2023 Hardtail Mountain Bike | Shimano Altus MTB Bicycle,https://media.karousell.com/media/photos/products/2023/10/10/trek_marlin_5_2023_hardtail_mo_1696931544_850626b0_progressive_thumbnail.jpg,2023-10-11 12:11:09.026899,Brand new,price be for full bike firm brand new ready stock ready stock no preorder require free full bike assembly tune free month of tune adjustment limit warranty available set limit size m suitable for cm rider size l suitable for cm rider installment plan available contact you for more info add on limited set package usb rechargeable front light rear light cable lock upgrade bottle cage design package usb rechargeable front light rear light digit number lock upgrade bottle cage design phone holder specification frame alpha silver aluminium alloy fork sr suntour xct crankset shimano m t cassette shimano speed t front derailleur shimano altus m speed rear derailleur shimano altus m speed shifter shimano altus m x speed brake tektro hdm hydraulic disc rim bontrager connection hub formula dc alloy dc qr tyre bontrager xr comp deal option self collection tampines st singapore appointment only or island wide bike delivery additional follow our tele channel for late product upcoming promotion tmebikecosg check out our listing for more bicycle part accessory term and condition full payment be to be make first for ship option no exchange no refund please check the item before purchase no warranty for all bike part deposit be strictly nonrefundable bikeco reserve the right at any time to modify or discontinue the limited warranty provide tuning and adjustment limited warranty will be invalid if bike have be tune by customer or other shop any request for exchange or refund of bike for slight cosmetic flaw or change of mind will not be entertain installment plan include one time transaction fee,carousell
315,https://www.carousell.sg/p/royale-carbon-m6-foldable-bicycle-1259349409/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=-dEMxEgVx9mQulLR&t-referrer_sort_by=&t-tap_index=275,ROYALE Carbon M6 Foldable Bicycle,https://media.karousell.com/media/photos/products/2023/10/10/royale_carbon_m6_foldable_bicy_1696928915_57d8619e_progressive_thumbnail.jpg,2023-10-11 12:11:09.026900,Lightly used,wheel size dimension mm l x mm w x mm h fold dimension mm l x mm w x mm h frame chromoly steel seatpost aluminum mm dia x mm suspension rear rubber weight kg max rider weight kg drivetrain speed cw sturmey archer speed internal gear hub chainring t bcd bolt crank mm cassette t speed shift lever royale sl rear derailleur royale sp brake royale linear pull brake system tyres x,carousell
316,https://www.carousell.sg/p/royalbaby-freestyle-kids-bike-12-14-16-18-20-inch-bicycle-for-boys-girls-ages-3-12-years-multiple-color-options-white-18-inch-with-kickstand-1259347852/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=-dEMxEgVx9mQulLR&t-referrer_sort_by=&t-tap_index=276,"RoyalBaby Freestyle Kids Bike 12 14 16 18 20 Inch Bicycle for Boys Girls Ages 3-12 Years, Multiple Color Options (White) (18 Inch With Kickstand)",https://media.karousell.com/media/photos/products/2023/10/10/royalbaby_freestyle_kids_bike__1696928375_755a9501_progressive_thumbnail,2023-10-11 12:11:09.026902,Brand new,framefork pulse tig weld steel mm frame and bmx tig weld steel fork with lead edge dropout and available in red blue orange white and green and in wheel size inch wheelstires steel hole rim with rubber wide inch knobby tire with custom royal baby tread drivetrain enclose chainguard nonslip resin pedal with reflector and one piece crank brakescockpit front caliper brake and rear coaster brake and special kid size brake lever kraton soft rubber grip and special juvenile saddle and quick release seat post clamp extras water bottle and cage bell assembly tool and kickstand,carousell
318,https://www.carousell.sg/p/buy-1-free-1-camp-polo-royale-carbon-gt-m9-trifold-foldable-bicycle-folding-bike-pay-by-instalment-1155637109/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=-dEMxEgVx9mQulLR&t-referrer_sort_by=&t-tap_index=278,Buy 1 Free 1 (Camp Polo) ROYALE Carbon GT M9 Trifold Foldable Bicycle / Folding Bike (Pay by Instalment),https://media.karousell.com/media/photos/products/2023/10/2/royale_carbon_gt_m9_trifold_fo_1696242178_1fdf12c5_progressive_thumbnail.jpg,2023-10-11 12:11:09.026903,Brand new,instalment plan via grabpay later month latitudepay month dbsposb or ocbc credit card month the royale carbon gt m be the speed version of the popular royale trifold series this be a purposely build bicycle for anyone who want a seamless transfer between the various mode of transport this bike caters to rider who prefer the premium mobot royale this trifold use front carbon fibre rim gold component and tyre with white reflective strip for added safety during night cycle this bike fold into a boxlike dimension and can be easily push around like a trolley,carousell
322,https://www.carousell.sg/p/2-5-year-old-children-bicycle-1259341587/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=-dEMxEgVx9mQulLR&t-referrer_sort_by=&t-tap_index=282,2.5 year old children bicycle,https://media.karousell.com/media/photos/products/2023/10/10/25_year_old_children_bicycle_1696926228_55b03b5a_progressive_thumbnail.jpg,2023-10-11 12:11:09.026904,Well used,year old child bike that my son outgrow it still in good condition for rid,carousell
326,https://www.carousell.sg/p/foldable-bicycle-20-inch-8-speed-1259338220/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=-dEMxEgVx9mQulLR&t-referrer_sort_by=&t-tap_index=286,Foldable Bicycle 20 Inch 8 Speed,https://media.karousell.com/media/photos/products/2023/10/10/foldable_bicycle_20_inch_8_spe_1696925121_0d2fbd06_progressive_thumbnail.jpg,2023-10-11 12:11:09.026906,Well used,self collect delivery can be arrange fee,carousell
330,https://www.carousell.sg/p/trinx-bicycle-mountain-bike-mtb-hardtail-mtb-kids-bicycle-kids-bike-children-bicycle-children-bike-20-bicycle-20-bike-bike-bicycle-1259324273/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=-dEMxEgVx9mQulLR&t-referrer_sort_by=&t-tap_index=290,"Trinx bicycle / mountain bike / MTB / Hardtail MTB / kids bicycle / kids bike / children bicycle / children bike / 20"" bicycle / 20"" bike / bike / bicycle",https://media.karousell.com/media/photos/products/2023/10/10/trinx_bicycle__mountain_bike___1696920809_6f358384_progressive_thumbnail.jpg,2023-10-11 12:11:09.026907,Like new,wheel size x gear speed front suspension dual disc brake system strike colour smooth rid fully service new inner tube chat for more info,carousell
331,https://www.carousell.sg/p/city-bicycle-for-sale-1259322823/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=-dEMxEgVx9mQulLR&t-referrer_sort_by=&t-tap_index=291,City bicycle for sale,https://media.karousell.com/media/photos/products/2023/10/10/city_bicycle_for_sale_1696920344_86eb4f5f_progressive_thumbnail.jpg,2023-10-11 12:11:09.026909,Well used,brand new basket citta aleoca brand all work condition smooth cycling price slightly negotiable non refundable payment by dashpaynow paylahcash or bitcoins,carousell
332,https://www.carousell.sg/p/bicycle-1259322459/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=-dEMxEgVx9mQulLR&t-referrer_sort_by=&t-tap_index=292,Bicycle,https://media.karousell.com/media/photos/products/2023/10/10/bicycle_1696920222_1dc2fdc3_progressive_thumbnail.jpg,2023-10-11 12:11:09.026910,Well used,giant escape size s ride less than year cherish a lot lock gift,carousell
338,https://www.carousell.sg/p/aleoca-adult-bicycle-you-can-ride-it-home-front-and-back-brake-working-gear-need-servicing-test-view-or-collect-at-7e-jalan-arif-s548800-only-my-house-is-3-mins-walk-from-bus-stop-opposite-blk-615-hougang-ave-2-i-do-not-deliver-1259318565/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=qJAm4bICLdGk_7vt&t-referrer_sort_by=&t-tap_index=298,"Aleoca adult bicycle. You can ride it home. Front and back brake working, gear need servicing. Test, view or collect at 7E Jalan Arif S548800 only. My house is 3 mins walk from bus stop opposite Blk 615 Hougang ave 2. I do not deliver.",https://media.karousell.com/media/photos/products/2023/10/10/aleoca_adult_bicycle_you_can_r_1696918932_cfcaf196_progressive_thumbnail,2023-10-11 12:11:09.026912,Well used,aleoca adult bicycle you can ride it home front and back brake work gear need service test view or collect at e jalan arif s only my house be min walk from bus stop opposite blk hougang ave i do not deliver,carousell
339,https://www.carousell.sg/p/foldables-bicycle-1259318034/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=qJAm4bICLdGk_7vt&t-referrer_sort_by=&t-tap_index=299,Foldables bicycle,https://media.karousell.com/media/photos/products/2023/10/10/foldables_bicycle_1696918748_a6dec3cd_progressive_thumbnail.jpg,2023-10-11 12:11:09.026913,Like new,inch wheelless than kg speed shimanoone of it kindcustom makeeight math oldasking as good a new,carousell
340,https://www.carousell.sg/p/bicycle-1259314848/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=qJAm4bICLdGk_7vt&t-referrer_sort_by=&t-tap_index=300,Bicycle,https://media.karousell.com/media/photos/products/2023/10/10/bicycle_1696917734_13b2b18c_progressive_thumbnail.jpg,2023-10-11 12:11:09.026914,Like new,what you see be what you get handphone stand and back rack all go and the bicycle be all good,carousell
341,https://www.carousell.sg/p/hito-x6-foldable-bicycle-22%E2%80%9D-1259313711/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=qJAm4bICLdGk_7vt&t-referrer_sort_by=&t-tap_index=301,Hito X6 foldable bicycle 22”,https://media.karousell.com/media/photos/products/2023/10/10/hito_x6_foldable_bicycle_22_1696917381_b3cdff3a_progressive_thumbnail,2023-10-11 12:11:09.026916,Lightly used,inch magnesium sport alloy wheel speed gear shimano tourney litepro part upgrade,carousell
342,https://www.carousell.sg/p/alecoa-trifold-trifolding-bicycle-16%E2%80%9D-1259313373/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=qJAm4bICLdGk_7vt&t-referrer_sort_by=&t-tap_index=302,Alecoa trifold trifolding bicycle 16”,https://media.karousell.com/media/photos/products/2023/10/10/alecoa_trifold_trifolding_bicy_1696917258_7c29c8f7_progressive_thumbnail,2023-10-11 12:11:09.026917,Like new,speed internal gear inch wheel,carousell
345,https://www.carousell.sg/p/camp-chameleon-foldable-bicycle-1259305800/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=qJAm4bICLdGk_7vt&t-referrer_sort_by=&t-tap_index=305,CAMP Chameleon Foldable Bicycle,https://media.karousell.com/media/photos/products/2023/10/10/camp_chameleon_foldable_bicycl_1696914383_2799ee2a_progressive_thumbnail.jpg,2023-10-11 12:11:09.026919,Lightly used,the camp chameleon be a full aluminum foldable lightweight and compact bicycle or bike the key feature be the hidden tube run large tyre and integrated seat post with air pump the camp chameleon frame fork handle and seat post be make of high strength camp aluminum high performance composite it be corrosion resistant lightweight with high strengthtoweight ratio this foldable bicycle use inch pneumatic tyre finally the camp chameleon come with front and rear tektro hydraulic disc brake specification wheel size dimension mm l x mm w x mm h fold dimension mm l x mm w x mm h frame aluminum high performance composite fork aluminum seatpost aluminum mm x mm suspension weight kg max rider weight kg drivetrain speed chainring t bcd bolt crank mm cassette t speed shift lever sensah ion front derailleur rear derailleur sensah ion brake tektro hdm hydraulic mm rotor disc tyre x,carousell
346,https://www.carousell.sg/p/muddy-fox-bicycle-1259304991/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=qJAm4bICLdGk_7vt&t-referrer_sort_by=&t-tap_index=306,Muddy Fox Bicycle,https://media.karousell.com/media/photos/products/2023/10/10/muddy_fox_bicycle_1696914058_6ec2aee7_progressive_thumbnail.jpg,2023-10-11 12:11:09.026920,Lightly used,muddy fox vintage gravel bike inch x speed cm m size,carousell
349,https://www.carousell.sg/p/decathlon-btwin-16-inch-kids-bicycle-1259304062/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=qJAm4bICLdGk_7vt&t-referrer_sort_by=&t-tap_index=309,Decathlon Btwin 16 inch Kids bicycle,https://media.karousell.com/media/photos/products/2023/10/10/decathlon_btwin_16_inch_kids_b_1696913694_05099f50_progressive_thumbnail.jpg,2023-10-11 12:11:09.026922,Well used,decathlon famous kid bicycle for beginner inch tyre suitable for yrs child very good condition with minor scratch and normal wear and tear no fussy buyer everything work well except the bell come with basket training wheel and helmet,carousell
350,https://www.carousell.sg/p/java-zelo-v2-foldable-bicycle-20-inch-1259302920/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=qJAm4bICLdGk_7vt&t-referrer_sort_by=&t-tap_index=310,Java Zelo V2 Foldable Bicycle 20 inch,https://media.karousell.com/media/photos/products/2023/10/10/java_zelo_v2_foldable_bicycle__1696913263_1114a89b_progressive_thumbnail.jpg,2023-10-11 12:11:09.026923,Lightly used,frame aluminium tyre size x wheel java inch shifter shimano speed self collect,carousell
353,https://www.carousell.sg/p/raleigh-bicycle-blue-bike-1258080657/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=qJAm4bICLdGk_7vt&t-referrer_sort_by=&t-tap_index=313,Raleigh Bicycle (Blue Bike),https://media.karousell.com/media/photos/products/2023/10/4/raleigh_bicycle_blue_bike_1696400555_8811cefc_progressive_thumbnail.jpg,2023-10-11 12:11:09.026924,Like new,new upgrade cassette chain v break rear derailleur handle bar and stem not able to use only once a recently too busy at work,carousell
355,https://www.carousell.sg/p/%F0%9F%94%A5big-offer-20%E2%80%9D-sample-mountain-bikes-bicycles-free-delivery-1259290400/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=qJAm4bICLdGk_7vt&t-referrer_sort_by=&t-tap_index=315,🔥big offer! 20” sample mountain bikes/bicycles free delivery,https://media.karousell.com/media/photos/products/2023/10/11/big_offer_20_sample_mountain_b_1697008389_a12a8564_progressive_thumbnail.jpg,2023-10-10 12:11:09.026926,Brand new,no for more listing pls view watsapp for more enquiry to recommend suitable for your budget and requirement original price quality comfortable and best price ready stock free delivery and assemble mayment method cash on delivery or paynow only mths warranty delivery time pmpm monfri pm sit sun open hour ampm daily front suspension frame material high carbon steel brake type disc brake shopwarehouse location gamba cresent nordcom ii s we have more than kind of brand and type of bicycle price from,carousell
356,https://www.carousell.sg/p/raleigh-bicycle-1259289737/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=qJAm4bICLdGk_7vt&t-referrer_sort_by=&t-tap_index=316,Raleigh bicycle,https://media.karousell.com/media/photos/products/2023/10/10/raleigh_bicycle_1696908432_71b04bd8_progressive_thumbnail.jpg,2023-10-10 12:11:09.026927,Well used,sell my raleigh whatyousee whatyouget selling cheap cheap good deal have front and rear rack give you,carousell
357,https://www.carousell.sg/p/brand-new-hito-x4-bike-black-red-white-black-gold-22inch-sport-wheel-set-foldable-bicycle-better-than-hachiko-velo-lankeleisi-1086003532/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=qJAm4bICLdGk_7vt&t-referrer_sort_by=&t-tap_index=317,Brand New! Hito X4 Bike Black Red/White/Black Gold 22inch Sport Wheel Set Foldable Bicycle better than hachiko Velo Lankeleisi,https://media.karousell.com/media/photos/products/2021/5/6/latest_hito_x4_aerobike_22inch_1620290476_4a8ed4fa_progressive_thumbnail,2023-10-10 12:11:09.026928,Brand new,if you still see this list it mean you be lucky a we be the cheap seller in carousell if any seller be sell low than you do let you know month installment via latutideatome month full payment inch speak rimwhite inch speak rimblack red inch speak rimblack gold come with freebie worth free mudguard free bell free bike lock free phone holder free gold mini air pump free water bottle holder free rechargeable front headlight free rechargeable rear lead light free korea hand sanitizer free lifetime brake tune up time free lifetime shaky stem tighten up time free year bike frame manufacturing defect year part warranty coverage optional warranty year extension free gift be on a whilestocklast basis and subject to change without prior notice official hito singapore authorise distributor wwwhitobikesg black gold extra topup inch sport magnesium wheel specification brand hito come with foldable pedal come with front and rear mudguard frame aviation aluminum alloy frame bottom axis taiwan sanyun bear bottom axis disc brake taiwan yinxing disc brake handlebar aluminum alloy adjustable quick release handlebar seat mtb hollow sport seat net weight kg gross quantity kg bear weight kg body material aluminum alloy gear shift taiwan shimano brand transmission paint layer of color german electrostatic paint rim magnesium alloybody wheel gear t sevenspeed position flywheel crankset tooth aluminum alloy crank crankset hub magnesium alloybody bear hub tire taiwanese brand jianda tire grip ergonomic anode lock grip seat tube clamp aluminum alloy seat tube chain kmc position dedicate chain side bracket aluminum alloy bracket rider height cmcm brake type front and rear mechanical disc brake wheel diameter size inch speak rim authentic test ride available all bike be assemble and tune by our mechanic free lifetime brake tune up time free lifetime shaky stem tighten up time free ipassion group membership for future promodiscount join you wwwpassiongadgetscom ready stock in singapore ship out within hr from singapore delivery day by express delivery local shop warranty assurance by passiongadgets where to find you email infopassiongadgetscom opening hour monfri be pm satsun be pm close for lunch between pm close on public holiday for delivery service order thru or caroupay delivery charge apply who be we ipassion group pte ltd gst register z found in start from a homebased business in over the year we have grow now offer a wide array of product and service be that a it may we remain true to our root uphold our core business model to provide you with affordable price and toptier service look forward to deal with you wholesale reseller bulk purchase corporate order be welcome,carousell
359,https://www.carousell.sg/p/kids-foldable-bicycle-16-inch-1259288391/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=qJAm4bICLdGk_7vt&t-referrer_sort_by=&t-tap_index=319,Kids foldable bicycle 16 inch,https://media.karousell.com/media/photos/products/2023/10/10/kids_foldable_bicy_le_1696907944_44cb80ee_progressive_thumbnail.jpg,2023-10-10 12:11:09.026930,Lightly used,like new only used twice purchase at,carousell
363,https://www.carousell.sg/p/3-sixty-foldable-bicycle-black-edition-1259275475/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=qJAm4bICLdGk_7vt&t-referrer_sort_by=&t-tap_index=323,3 Sixty foldable bicycle Black edition,https://media.karousell.com/media/photos/products/2023/10/10/3_sixty_foldable_bicycle_black_1696902748_80669e02_progressive_thumbnail.jpg,2023-10-10 12:11:09.026931,Lightly used,sixty foldable bicycle for sale not brompton use a few time a i prefer to ride use my road bike instead,carousell
364,https://www.carousell.sg/p/huffy-woman%E2%80%99s-bicycle-1247430793/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=qJAm4bICLdGk_7vt&t-referrer_sort_by=&t-tap_index=324,HUFFY woman’s bicycle,https://media.karousell.com/media/photos/products/2023/8/6/huffy_womans_bicycle_1691319249_8c6ca0ba_progressive_thumbnail.jpg,2023-10-10 12:11:09.026932,Well used,huffy woman bicycle use only a few time have be sit in storage for some time ride well backpedal to break,carousell
